0.01043+0.092568i,0.056947+0.07372i,0.086933+0.033471i,0.091682-0.016494i,0.069816-0.061671i,0.027682-0.088945i,-0.022487-0.090399i,-0.066128-0.06561i,-0.10201-0.044068i,-0.11007+0.015261i,-0.086178+0.07016i,-0.037265+0.10469i,0.022465+0.10883i,0.075674+0.081378i,0.10692+0.030301i,0.10712-0.029572i,0.098719-0.081048i,0.042336-0.12051i,-0.026337-0.12498i,-0.087364-0.093176i,-0.12303-0.034321i,-0.12298+0.034497i,-0.08723+0.093301i,-0.026157+0.12502i,0.036015+0.13576i,0.10123+0.097368i,0.13706+0.03071i,0.1331-0.044863i,0.090501-0.10741i,0.021632-0.13878i,-0.053517-0.12986i,-0.11313-0.083243i,-0.14485-0.019173i,-0.13378+0.05877i,-0.083865+0.11965i,-0.0096075+0.1458i,0.067439+0.12962i,0.12491+0.075816i,0.14612,0.12491-0.075816i,0.068662-0.12421i,-0.0057562-0.14181i,-0.078503-0.11824i,-0.12846-0.060346i,-0.14113+0.015068i,-0.11282+0.086108i,-0.051769+0.13215i,0.024315+0.13983i,0.080155+0.098069i,0.11941+0.042244i,0.12399-0.025844i,0.092587-0.08643i,0.034302-0.12193i,-0.033941-0.12203i,-0.092331-0.086704i,-0.12392-0.026211i,-0.09839+0.026723i,-0.070243+0.073896i,-0.021705+0.099617i,0.033134+0.09642i,0.078354+0.065232i,0.10083+0.015108i,0.094033-0.039402i,0.059939-0.082474i
-0.036724+0.090629i,0.015632+0.09653i,0.06345+0.074408i,0.092848+0.030685i,0.095293-0.021945i,0.070075-0.068205i,0.024514-0.094665i,-0.028163-0.093644i,0.11761-0.029063i,0.085458-0.085868i,0.028499-0.11775i,-0.036733-0.11544i,-0.091301-0.079627i,-0.11937-0.020696i,-0.11278+0.044244i,-0.073452+0.096339i,-0.10606-0.088879i,-0.13678-0.020948i,-0.1278+0.053064i,-0.081713+0.11167i,-0.011909+0.13786i,0.061352+0.12403i,0.1168+0.074194i,0.13835+0.0028184i,-0.0096482+0.14642i,0.067725+0.13017i,0.12544+0.076138i,0.14674,0.12544-0.076138i,0.067725-0.13017i,-0.0096482-0.14642i,-0.084221-0.12016i,0.12234-0.077684i,0.064276-0.12989i,-0.012449-0.14439i,-0.08556-0.11697i,-0.13383-0.055597i,-0.14326+0.021916i,-0.11109+0.093066i,-0.046677+0.1372i,-0.12418-0.04877i,-0.13146+0.02274i,-0.10058+0.087649i,-0.040499+0.12711i,0.031335+0.12968i,0.094072+0.094596i,0.1295+0.032054i,0.12734-0.039793i,0.028707+0.11063i,0.081941+0.079673i,0.11139+0.025591i,0.1085-0.035919i,0.074113-0.087002i,0.018212-0.11283i,-0.042975-0.1059i,-0.091687-0.068232i,0.058214-0.069502i,0.013702-0.089619i,-0.034788-0.083721i,-0.073179-0.053518i,-0.090326-0.0077799i,-0.081252+0.040217i,-0.048591+0.076539i,-0.0018239+0.090642i
0.11395-0.0079799i,0.093272-0.065949i,0.045515-0.10477i,-0.015455-0.11318i,-0.071939-0.088734i,-0.10754-0.038528i,-0.11192+0.022864i,-0.083812+0.077618i,0.01918-0.12174i,-0.046774-0.11403i,-0.099149-0.073205i,-0.12274-0.011134i,-0.1107+0.05417i,-0.066528+0.10375i,-0.0030391+0.12321i,0.061332+0.1069i,-0.12006-0.048436i,-0.12776+0.020889i,-0.09838+0.08415i,-0.040437+0.12298i,0.029245+0.12611i,0.090437+0.092634i,0.12538+0.032263i,0.12392-0.037474i,-0.076105+0.10858i,-0.0087184+0.13231i,0.061199+0.11763i,0.11335+0.068801i,0.1326,0.11335-0.068801i,0.061199-0.11763i,-0.0087184-0.13231i,0.088507+0.098637i,0.12684+0.038396i,0.12835-0.032992i,0.092604-0.094801i,0.029973-0.12909i,-0.041359-0.12591i,-0.10069-0.08617i,-0.13078-0.02142i,0.11324-0.062347i,0.064455-0.11206i,-0.0030434-0.12923i,-0.069658-0.1089i,-0.11605-0.056947i,-0.12876+0.011534i,-0.10408+0.076668i,-0.049194+0.11954i,-0.03348-0.11837i,-0.09004-0.083818i,-0.12046-0.024932i,-0.11591+0.041191i,-0.077716+0.095357i,-0.016958+0.12184i,0.048723+0.11295i,0.10026+0.071278i,-0.11394+0.0055457i,-0.094526+0.063862i,-0.047669+0.10364i,0.013026+0.11333i,0.069939+0.090122i,0.10655+0.040752i,0.11223-0.020449i,0.085328-0.075713i
-0.044935-0.1155i,-0.098343-0.075421i,-0.1232-0.013447i,-0.1123+0.052432i,-0.068792+0.10309i,-0.0053167+0.12382i,0.059702+0.10861i,0.10739+0.061865i,0.04944+0.11482i,0.10184+0.072503i,0.12468+0.0091362i,0.11132-0.056883i,0.06565-0.10639i,0.0009185-0.12501i,-0.06408-0.10734i,-0.11048-0.058513i,-0.05388-0.11358i,-0.105-0.06914i,-0.12563-0.0046254i,-0.1098+0.061232i,-0.062087+0.10931i,0.003645+0.12566i,0.068319+0.10553i,0.11316+0.054765i,0.058166+0.1118i,0.10773+0.065391i,0.12602,0.10773-0.065391i,0.058166-0.1118i,-0.0082863-0.12575i,-0.072333-0.1032i,-0.11538-0.050689i,-0.062211-0.1095i,-0.11-0.061325i,-0.12585+0.0046506i,-0.10517+0.069276i,-0.05396+0.11379i,0.012915+0.12527i,0.076041+0.10039i,0.11709+0.046361i,0.065937+0.10673i,0.11174+0.057021i,0.12511-0.0092361i,0.10216-0.072812i,0.04955-0.11525i,-0.017442-0.12423i,-0.079371-0.09715i,-0.11826-0.041865i,-0.069274-0.10354i,-0.11294-0.052565i,-0.12382+0.013668i,-0.098759+0.075932i,-0.045025+0.11615i,0.02178+0.12266i,0.082262+0.093552i,0.11886+0.03729i,0.072163+0.1i,0.11358+0.048045i,0.12202-0.017861i,0.095042-0.078582i,0.040473-0.11649i,-0.025846-0.12058i,-0.084661-0.08967i,-0.1189-0.032726i
-0.088848+0.047001i,-0.051564+0.08628i,0.00068859+0.10051i,0.052742+0.085565i,0.089484+0.04578i,0.10025-0.0072959i,0.081912-0.058253i,0.039797-0.0923i,0.063599-0.0992i,0.0028959-0.1178i,-0.058648-0.10221i,-0.10317-0.056939i,-0.11774+0.004856i,-0.098128+0.065241i,-0.050033+0.10669i,0.012587+0.11716i,-0.0057357+0.13108i,0.063109+0.11503i,0.11363+0.065586i,0.13117-0.0028953i,0.11063-0.070536i,0.057972-0.1177i,-0.011514-0.1307i,-0.077657-0.10575i,-0.06534-0.12266i,-0.1195-0.070952i,-0.13897+0.0013517i,-0.1181+0.073263i,-0.062942+0.12391i,0.010486+0.13858i,0.08087+0.11302i,0.12778+0.054658i,0.11985+0.072745i,0.1402,0.11985-0.072745i,0.064707-0.12437i,-0.0092182-0.13989i,-0.080467-0.11481i,-0.12836-0.056389i,-0.13899+0.018397i,-0.13471-0.00145i,-0.11591+0.068659i,-0.063462+0.11884i,0.0074107+0.13452i,0.076132+0.11115i,0.12275+0.055511i,0.13374-0.016239i,0.1059-0.083275i,0.107-0.061157i,0.059735-0.1078i,-0.0048697-0.12315i,-0.06806-0.10275i,-0.11149-0.052517i,-0.12256+0.012956i,-0.098048+0.074669i,-0.045073+0.11471i,-0.054243+0.092448i,0.0015993+0.10717i,0.056977+0.090789i,0.095815+0.048047i,0.10684-0.0086427i,0.086846-0.062823i,0.041643-0.098767i,-0.015649-0.10604i
-0.11825-0.0013659i,-0.10179+0.060188i,-0.055788+0.10427i,0.0064121+0.11808i,0.066751+0.097616i,0.10771+0.048812i,0.11741-0.014162i,0.093016-0.073025i,0.12243-0.011223i,0.098836-0.073119i,0.04655-0.11379i,-0.019248-0.12143i,-0.079459-0.093814i,-0.1166-0.038968i,-0.1199+0.027191i,-0.088386+0.085456i,-0.12393+0.024716i,-0.093115+0.085432i,-0.035271+0.12135i,0.032811+0.12203i,0.091369+0.087296i,0.1234+0.027216i,0.11961-0.040764i,0.0811-0.096911i,0.12255-0.038506i,0.084783-0.096506i,0.022403-0.12649i,-0.046481-0.11975i,-0.10187-0.078255i,-0.12769-0.014038i,-0.11644+0.054254i,-0.071387+0.1068i,-0.11818+0.05192i,-0.07409+0.10571i,-0.0084877+0.12881i,0.059579+0.11452i,0.11035+0.06698i,0.12909,0.11035-0.06698i,0.059579-0.11452i,0.11087-0.064152i,0.061488-0.11237i,-0.0057407-0.12796i,-0.071303-0.10641i,-0.11617-0.053967i,-0.12731+0.014142i,-0.10149+0.078145i,-0.046212+0.11946i,-0.10097+0.074317i,-0.04775+0.11592i,0.019328+0.12387i,0.080795+0.095861i,0.11881+0.040025i,0.12233-0.027431i,0.090341-0.086923i,0.032126-0.12118i,0.089265-0.081696i,0.033918-0.11616i,-0.031275-0.11689i,-0.087389-0.0837i,-0.11813-0.026208i,-0.11459+0.038893i,-0.077773+0.092703i,-0.018383+0.1196i
0.10413-0.079846i,0.047583-0.12228i,-0.022774-0.12922i,-0.08652-0.098651i,-0.12515-0.039439i,-0.12745+0.031222i,-0.092749+0.092819i,-0.031125+0.12747i,0.020262+0.11276i,0.075831+0.085884i,0.10939+0.034071i,0.11119-0.027632i,0.080712-0.081314i,0.026805-0.11139i,-0.034883-0.10913i,-0.086445-0.075191i,-0.07476-0.086051i,-0.10856-0.03477i,-0.11084+0.026605i,-0.080949+0.080257i,-0.027556+0.11061i,0.033836+0.10885i,0.085405+0.075497i,0.11218+0.020224i,0.1417-0.0028058i,0.11967-0.075921i,0.06291-0.127i,-0.012117-0.14121i,-0.083626-0.11442i,-0.13086-0.054424i,-0.1401+0.021375i,-0.10868+0.090968i,-0.081407+0.11615i,-0.0093258+0.14153i,0.065462+0.12582i,0.12125+0.073594i,0.14183,0.12125-0.073594i,0.065462-0.12582i,-0.0093258-0.14153i,-0.031935-0.10961i,-0.084174-0.077132i,-0.11198-0.022261i,-0.10727+0.039073i,-0.07143+0.089063i,-0.01485+0.1132i,0.046042+0.10447i,0.093567+0.06542i,0.079321+0.075205i,0.10683+0.023132i,0.10333-0.035657i,0.069827-0.084095i,0.016057-0.10812i,-0.042374-0.10076i,-0.088504-0.064146i,-0.10894-0.0089135i,-0.12252+0.038294i,-0.084865+0.096306i,-0.022576+0.12636i,0.046267+0.11973i,0.10168+0.078349i,0.12757+0.014218i,0.11643-0.054039i,0.071494-0.10661i
-0.083396+0.076426i,-0.031636+0.1086i,0.029308+0.10926i,0.081744+0.07819i,0.11045+0.024427i,0.10709-0.036428i,0.072646-0.086708i,0.017111-0.11182i,0.057304-0.11351i,-0.009912-0.12677i,-0.074251-0.10323i,-0.11703-0.049716i,-0.12584+0.018226i,-0.098121+0.080877i,-0.041914+0.12005i,0.026461+0.12437i,-0.0095097+0.13382i,0.061307+0.11933i,0.11433+0.070201i,0.13416+0.00069007i,0.11504-0.069021i,0.062531-0.1187i,-0.0081325-0.13391i,-0.076436-0.11026i,-0.017286-0.12373i,-0.078979-0.096805i,-0.11774-0.041774i,-0.12233+0.025384i,-0.091403+0.085173i,-0.033942+0.12024i,0.033372+0.1204i,0.090999+0.085605i,0.063735+0.1225i,0.11805+0.071652i,0.13809,0.11805-0.071652i,0.063735-0.1225i,-0.0090798-0.13779i,-0.079259-0.11308i,-0.12643-0.055543i,-0.089469-0.087711i,-0.12199-0.028557i,-0.1191+0.038887i,-0.081638+0.095043i,-0.020474+0.12361i,0.046635+0.11629i,0.1002+0.075213i,0.12469+0.012302i,0.10995+0.057719i,0.12394-0.0077066i,0.10195-0.070895i,0.050365-0.1135i,-0.015839-0.12316i,-0.077445-0.097066i,-0.11657-0.042793i,-0.12185+0.023903i,-0.11047-0.0061541i,-0.097626+0.052058i,-0.056445+0.095157i,0.0011226+0.11063i,0.058364+0.093992i,0.098663+0.050066i,0.11032-0.0083945i,0.089951-0.064418i
-0.0018239+0.10183i,0.051278+0.087997i,0.089494+0.048617i,0.10173-0.0048756i,0.084435-0.056953i,0.042628-0.092497i,-0.011554-0.10119i,-0.062382-0.080507i,0.019758+0.12999i,0.084339+0.10087i,0.12444+0.04247i,0.12841-0.028262i,0.095109-0.090789i,0.034196-0.12696i,-0.036644-0.12628i,-0.096846-0.088933i,0.042246+0.12785i,0.10245+0.087373i,0.13292+0.021531i,0.1248-0.050561i,0.080447-0.10798i,0.012745-0.13404i,-0.058657-0.1212i,-0.11303-0.073174i,0.046153+0.11738i,0.10036+0.076396i,0.12543+0.013233i,0.11409-0.053772i,0.069632-0.10517i,0.0049568-0.12603i,-0.061157-0.11031i,-0.10952-0.062566i,0.047362+0.12186i,0.10372+0.079601i,0.12997+0.01423i,0.11849-0.055272i,0.072609-0.10873i,0.0056533-0.13062i,-0.062943-0.1146i,-0.11327-0.065303i,0.065404+0.12571i,0.12114+0.073528i,0.14171,0.12114-0.073528i,0.065404-0.12571i,-0.0093175-0.1414i,-0.081334-0.11604i,-0.12974-0.056996i,0.082506+0.10257i,0.12375+0.044874i,0.12907-0.025851i,0.096925-0.089071i,0.03664-0.12643i,-0.034282-0.12709i,-0.095252-0.090859i,-0.12857-0.028248i,0.068747+0.063801i,0.091873+0.018869i,0.088329-0.03154i,0.059143-0.072794i,0.012788-0.092915i,-0.03728-0.086064i,-0.076525-0.054228i,-0.093555-0.0066506i
-0.0077748-0.12214i,-0.070021-0.10038i,-0.11194-0.049475i,-0.12136+0.015789i,-0.095555+0.076469i,-0.042008+0.11495i,0.023734+0.12006i,0.082586+0.09032i,-0.10597+0.064816i,-0.056958+0.11039i,0.0085899+0.12392i,0.071644+0.10148i,0.1139+0.049576i,0.12309-0.016719i,0.096549-0.078161i,0.041979-0.11691i,0.10737+0.065351i,0.12569+0.00015435i,0.10753-0.065088i,0.05815-0.11143i,-0.0081106-0.12543i,-0.072017-0.10302i,-0.11502-0.050697i,-0.12463+0.01634i,0.0085778-0.12657i,-0.058342-0.11265i,-0.10833-0.066028i,-0.12686-0.00023691i,-0.10857+0.065623i,-0.058763+0.11243i,0.008105+0.1266i,0.07262+0.10402i,-0.11633+0.051103i,-0.072925+0.10404i,-0.0083541+0.12678i,0.058641+0.11271i,0.10861+0.065926i,0.12706,0.10861-0.065926i,0.058641-0.11271i,0.098004+0.078913i,0.12472+0.016607i,0.11524-0.050519i,0.072298-0.10298i,0.0083704-0.12555i,-0.057987-0.11167i,-0.10751-0.065371i,-0.12583-9.7395e-005i,0.025273-0.1224i,-0.041906-0.11775i,-0.09692-0.078914i,-0.1238-0.01717i,-0.11474+0.049558i,-0.07237+0.1019i,-0.0089929+0.12466i,0.056995+0.11123i,-0.11785+0.034813i,-0.082684+0.090911i,-0.023512+0.12062i,0.042486+0.11531i,0.096151+0.076528i,0.1219+0.01553i,0.11227-0.049976i,0.07004-0.10097i
0.11874-0.014252i,0.094109-0.073794i,0.042159-0.11191i,-0.022029-0.11754i,-0.079822-0.089053i,-0.11444-0.03471i,-0.11584+0.02971i,-0.083612+0.085504i,-0.12139+0.025799i,-0.090382+0.08504i,-0.033139+0.11959i,0.033725+0.11943i,0.090798+0.084595i,0.12151+0.025204i,0.11695-0.041505i,0.078442-0.096164i,0.12145-0.038715i,0.083734-0.096113i,0.02171-0.12561i,-0.046617-0.11864i,-0.10141-0.077233i,-0.12677-0.013404i,-0.11532+0.054317i,-0.070398+0.10627i,-0.11835+0.051992i,-0.074193+0.10585i,-0.0084994+0.12899i,0.059662+0.11467i,0.1105+0.067072i,0.12927,0.1105-0.067072i,0.059662-0.11467i,0.11203-0.064408i,0.062346-0.11319i,-0.0054328-0.12911i,-0.071635-0.10755i,-0.11704-0.054769i,-0.12847+0.01391i,-0.10261+0.078551i,-0.046955+0.12039i,-0.103+0.074822i,-0.049226+0.11741i,0.018837+0.12591i,0.081432+0.097857i,0.12039+0.0414i,0.12439-0.027075i,0.092291-0.08769i,0.033395-0.12285i,0.092237-0.082456i,0.036065-0.11835i,-0.030577-0.11988i,-0.088342-0.086615i,-0.12046-0.028205i,-0.11761+0.038393i,-0.080619+0.093846i,-0.020223+0.12206i,-0.08091+0.087065i,-0.023991+0.11641i,0.039893+0.11196i,0.092196+0.07501i,0.11773+0.016285i,0.1091-0.047168i,0.068786-0.096929i,0.0085081-0.11855i
0.066799+0.059188i,0.087814+0.015936i,0.083337-0.031941i,0.054668-0.070546i,0.010128-0.088672i,-0.037352-0.081057i,-0.073988-0.049911i,-0.089146-0.0042757i,0.077296+0.08842i,0.11196+0.035479i,0.11411-0.027762i,0.083146-0.082943i,0.028041-0.11405i,-0.035205-0.11204i,-0.08823-0.077512i,-0.11564-0.020481i,0.078206+0.11484i,0.12644+0.057589i,0.13797-0.016376i,0.10945-0.085587i,0.049151-0.12995i,-0.025412-0.13659i,-0.092598-0.10358i,-0.1329-0.0405i,0.069367+0.13333i,0.12848+0.077984i,0.15029,0.12848-0.077984i,0.069367-0.13333i,-0.0098821-0.14997i,-0.086263-0.12307i,-0.1376-0.060451i,0.052967+0.13992i,0.11788+0.09213i,0.14858+0.017592i,0.13614-0.062053i,0.08418-0.12368i,0.0077851-0.14941i,-0.07087-0.13176i,-0.12895-0.075865i,0.032902+0.1329i,0.097085+0.096538i,0.13308+0.032151i,0.13045-0.04157i,0.089945-0.10322i,0.023331-0.13491i,-0.050057-0.12743i,-0.10891-0.082964i,0.013635+0.11333i,0.070457+0.089802i,0.10683+0.040209i,0.11218-0.021057i,0.084975-0.076209i,0.033098-0.10924i,-0.028387-0.11056i,-0.081632-0.07978i,-0.0010813+0.084799i,0.043076+0.073052i,0.074728+0.040098i,0.084687-0.0044967i,0.070061-0.047786i,0.035097-0.077203i,-0.010055-0.084208i,-0.052289-0.066768i
-0.087389-0.07331i,-0.11274-0.017325i,-0.10537+0.043689i,-0.067405+0.09202i,-0.0098747+0.11364i,0.050522+0.10227i,0.096253+0.061209i,0.11404+0.0023815i,0.015703+0.12133i,0.076377+0.095569i,0.11488+0.042067i,0.12003-0.023646i,0.09034-0.082496i,0.034423-0.1174i,-0.031487-0.11822i,-0.088257-0.084721i,0.074332-0.1045i,0.0093219-0.1279i,-0.058394-0.11417i,-0.10916-0.0673i,-0.12823-0.00089218i,-0.11008+0.065775i,-0.059977+0.11335i,0.0075414+0.12802i,-0.12875+0.026612i,-0.096255+0.089555i,-0.035817+0.1265i,0.03502+0.12672i,0.09569+0.090159i,0.12858+0.027422i,0.12415-0.043276i,0.083672-0.10141i,0.11275+0.068436i,0.13189,0.11275-0.068436i,0.060874-0.117i,-0.0086722-0.13161i,-0.075701-0.10801i,-0.12075-0.053049i,-0.13075+0.017307i,-0.035312-0.12458i,-0.094827-0.088174i,-0.12681-0.026173i,-0.12199+0.043427i,-0.081748+0.10042i,-0.017778+0.12826i,0.051354+0.11887i,0.10558+0.074969i,-0.056509+0.11081i,0.0091897+0.12405i,0.072221+0.10127i,0.11429+0.049101i,0.12318-0.017326i,0.096306-0.078724i,0.04148-0.11727i,-0.025388-0.12177i,0.10962-0.040491i,0.072703-0.091495i,0.014676-0.11594i,-0.047611-0.10673i,-0.096077-0.06653i,-0.11665-0.0070215i,-0.10336+0.054526i,-0.060069+0.10024i
0.11485+0.0099857i,0.10336-0.051056i,0.061866-0.097276i,0.0024126-0.11526i,-0.057741-0.099779i,-0.10113-0.055336i,-0.11517+0.005171i,-0.095767+0.064177i,-0.11952+0.031237i,-0.085964+0.088719i,-0.027453+0.12045i,0.039028+0.11721i,0.094179+0.079945i,0.12199+0.019474i,0.11439-0.04665i,0.073579-0.099232i,0.10637-0.073627i,0.052728-0.11813i,-0.016221-0.12835i,-0.080462-0.1013i,-0.12134-0.044846i,-0.127+0.024625i,-0.09579+0.086948i,-0.036771+0.12403i,-0.07593+0.10833i,-0.0086984+0.13201i,0.061058+0.11736i,0.11309+0.068642i,0.13229,0.11309-0.068642i,0.061058-0.11736i,-0.0086984-0.13201i,0.033481-0.12777i,-0.037674-0.1266i,-0.097893-0.088673i,-0.12969-0.025008i,-0.12384+0.045917i,-0.082044+0.10351i,-0.016426+0.13106i,0.05396+0.12056i,0.01244+0.12819i,0.07715+0.10313i,0.11946+0.04813i,0.1271-0.020842i,0.097834-0.083764i,0.040171-0.12237i,-0.029154-0.12545i,-0.090015-0.092115i,-0.052812-0.11081i,-0.10264-0.067322i,-0.12267-0.0042922i,-0.1071+0.059983i,-0.060427+0.10685i,0.0037831+0.12269i,0.066895+0.10292i,0.11059+0.053271i,0.080928+0.081006i,0.11121+0.027257i,0.10921-0.034405i,0.07551-0.086079i,0.019886-0.11276i,-0.041511-0.10672i,-0.090857-0.069687i,-0.11383-0.012428i
-0.12408+0.014005i,-0.098807+0.076356i,-0.044846+0.11654i,0.022133+0.12289i,0.082688+0.093573i,0.11924+0.037086i,0.12117-0.030166i,0.087933-0.088661i,0.083633+0.092835i,0.11966+0.035965i,0.12096-0.031345i,0.087135-0.089556i,0.028019-0.12177i,-0.039231-0.11863i,-0.095092-0.081058i,-0.12335-0.019952i,0.026863-0.12209i,-0.040385-0.11831i,-0.095909-0.080179i,-0.12359-0.018777i,-0.11539+0.048076i,-0.0737+0.10097i,-0.01061+0.12456i,0.05556+0.11198i,-0.11496+0.049195i,-0.072749+0.1017i,-0.009418+0.12469i,0.056647+0.11148i,0.10627+0.065905i,0.12504+0.0011991i,0.10751-0.063855i,0.058775-0.11037i,0.10691+0.064891i,0.12506,0.10691-0.064891i,0.057721-0.11094i,-0.008223-0.12479i,-0.07178-0.10241i,-0.1145-0.050301i,-0.12398+0.01641i,-0.0094185-0.1247i,-0.072755-0.10171i,-0.11497-0.049199i,-0.12381+0.017597i,-0.096709+0.079285i,-0.041533+0.11796i,0.0257+0.12239i,0.085472+0.091286i,-0.095924+0.080191i,-0.040392+0.11832i,0.026866+0.12211i,0.086324+0.090443i,0.12072+0.032524i,0.12008-0.034836i,0.084572-0.092084i,0.024516-0.1226i,0.12098+0.031355i,0.11969-0.035971i,0.083654-0.092854i,0.023332-0.12278i,-0.043763-0.11707i,-0.098153-0.077367i,-0.12405-0.015209i,-0.11394+0.051365i
0.046861+0.039259i,0.060429+0.0092455i,0.056455-0.023452i,0.036092-0.049341i,0.0052521-0.060906i,-0.027113-0.054791i,-0.051607-0.03277i,-0.06112-0.0012361i,0.055148+0.083494i,0.090466+0.04276i,0.099522-0.010387i,0.079688-0.060518i,0.03672-0.093082i,-0.016908-0.098624i,-0.065627-0.075536i,-0.095295-0.03052i,0.045046+0.12741i,0.10462+0.085541i,0.13382+0.018843i,0.12417-0.053325i,0.078478-0.11001i,0.010004-0.13477i,-0.061374-0.12039i,-0.11494-0.071074i,0.019773+0.15754i,0.098644+0.12441i,0.14888+0.05517i,0.1559-0.030088i,0.11766-0.10661i,0.045261-0.15219i,-0.040273-0.15358i,-0.11412-0.11039i,-0.010804+0.16396i,0.075838+0.14577i,0.14046+0.085259i,0.16432,0.14046-0.085259i,0.075838-0.14577i,-0.010804-0.16396i,-0.09431-0.13456i,-0.035047+0.14468i,0.045108+0.14186i,0.11217+0.097865i,0.14667+0.025459i,0.13859-0.054338i,0.090278-0.11836i,0.01576-0.14802i,-0.063332-0.13472i,-0.04508+0.10631i,0.016623+0.11427i,0.0735+0.089056i,0.10904+0.037992i,0.11293-0.0241i,0.08403-0.079196i,0.03074-0.1113i,-0.031473-0.1111i,-0.039723+0.060909i,-0.0023536+0.072679i,0.035699+0.063351i,0.063389+0.035632i,0.072676-0.0024303i,0.060867-0.039787i,0.031387-0.065594i,-0.0072036-0.072359i
-0.13238-0.017522i,-0.12225+0.053708i,-0.076641+0.10935i,-0.0087799+0.13324i,0.06163+0.11846i,0.11415+0.069285i,0.13353,0.11415-0.069285i,0.12032+0.028277i,0.11753-0.03826i,0.08062-0.093691i,0.020304-0.12192i,-0.045905-0.11476i,-0.098789-0.074285i,-0.12299-0.012244i,-0.11149+0.053352i,-0.11508-0.014545i,-0.10592+0.047278i,-0.066017+0.095376i,-0.006947+0.11579i,0.05414+0.10259i,0.09951+0.059603i,0.11599-0.00068124i,0.098803-0.060768i,0.12669+0.016631i,0.11693-0.051518i,0.073225-0.10471i,0.0082647-0.12751i,-0.059094-0.11329i,-0.1093-0.066181i,-0.12777+0.00013692i,-0.10916+0.066415i,-0.12631-0.015879i,-0.11622+0.051965i,-0.072384+0.10472i,-0.0075394+0.12708i,0.059494+0.11255i,0.10926+0.065342i,0.1273-0.00083273i,0.10839-0.066766i,0.11611+0.021879i,0.11061-0.041544i,0.073-0.092908i,0.014197-0.1173i,-0.048727-0.10764i,-0.097507-0.066734i,-0.11798-0.0064538i,-0.1042+0.0557i,-0.12336-0.0050923i,-0.1081+0.059657i,-0.061455+0.10709i,0.00303+0.12343i,0.066635+0.10394i,0.1109+0.054281i,0.12296-0.011139i,0.099337-0.073326i,0.12805+0.017407i,0.11849-0.05156i,0.074541-0.10556i,0.0089498-0.12891i,-0.05924-0.11485i,-0.11023-0.067439i,-0.12922-0.00045403i,-0.1107+0.066663i
-0.082724-0.082954i,-0.11376-0.02799i,-0.11177+0.035099i,-0.077335+0.087999i,-0.02045+0.11535i,0.042372+0.10922i,0.092894+0.071382i,0.11645+0.012821i,0.099324+0.07165i,0.12208+0.009714i,0.1094-0.055042i,0.064965-0.10382i,0.0016656-0.12246i,-0.062117-0.10555i,-0.10787-0.057998i,-0.1223+0.0063899i,-0.11308-0.056164i,-0.12581+0.010662i,-0.10201+0.074393i,-0.048607+0.11653i,0.018911+0.12483i,0.08094+0.096902i,0.11947+0.04084i,0.12332-0.027078i,0.12288+0.037526i,0.12452-0.031682i,0.090005-0.091692i,0.029365-0.12508i,-0.0398-0.12216i,-0.097411-0.083781i,-0.12674-0.021077i,-0.11928+0.047747i,-0.12806-0.01695i,-0.11827+0.051956i,-0.074142+0.10578i,-0.0084935+0.1289i,0.05962+0.11459i,0.11043+0.067026i,0.12918,0.11043-0.067026i,0.12825-0.0042863i,0.10741-0.070211i,0.055391-0.11575i,-0.01271-0.12769i,-0.077121-0.10256i,-0.11914-0.04766i,-0.12658+0.021078i,-0.09727+0.083698i,-0.1234+0.024801i,-0.092619+0.085229i,-0.034952+0.12092i,0.032861+0.1215i,0.091135+0.086815i,0.12295+0.026926i,0.11908-0.040779i,0.080634-0.096646i,0.11389-0.043129i,0.074981-0.095963i,0.014305-0.12094i,-0.050524-0.11081i,-0.10069-0.068509i,-0.12162-0.006322i,-0.10725+0.0577i,-0.061741+0.10497i
-0.10569-0.053381i,-0.11805+0.009206i,-0.096135+0.069121i,-0.046316+0.10897i,0.016948+0.11719i,0.075292+0.091382i,0.11178+0.039051i,0.11582-0.024616i,0.11353+0.047031i,0.12146-0.018705i,0.094123-0.079012i,0.039464-0.11638i,-0.026651-0.11997i,-0.085029-0.088724i,-0.11872-0.031726i,-0.11795+0.034481i,-0.12031-0.038527i,-0.12283+0.029489i,-0.089704+0.088945i,-0.030533+0.12258i,0.037502+0.12063i,0.09465+0.083662i,0.12432+0.022407i,0.1179-0.045353i,0.12525+0.028264i,0.12174-0.040828i,0.082883-0.098068i,0.019967-0.12684i,-0.048744-0.11879i,-0.10331-0.076255i,-0.12788-0.011584i,-0.11533+0.05645i,-0.12782-0.016919i,-0.11805+0.051859i,-0.074003+0.10558i,-0.0084776+0.12866i,0.059508+0.11438i,0.11022+0.0669i,0.12893,0.11022-0.0669i,0.12776+0.0053383i,0.11199-0.061729i,0.063703-0.11088i,-0.0030739-0.12784i,-0.068959-0.10769i,-0.11483-0.056275i,-0.12736+0.011473i,-0.10292+0.07589i,-0.12519+0.0056012i,-0.10411+0.069744i,-0.05281+0.11364i,0.01382+0.12455i,0.076438+0.099298i,0.11687+0.045223i,0.12337-0.021979i,0.094057-0.082802i,0.12052-0.015144i,0.095171-0.075482i,0.042191-0.11391i,-0.023036-0.11927i,-0.081576-0.090002i,-0.11643-0.03461i,-0.11749+0.030828i,-0.084443+0.087317i
